item-name	item-description	listing-id	seller-sku	price	quantity	open-date	image-url	item-is-marketplace	product-id-type	zshop-shipping-fee	item-note	item-condition	zshop-category1	zshop-browse-path	zshop-storefront-feature	asin1	asin2	asin3	will-ship-internationally	expedited-shipping	zshop-boldface	product-id	bid-for-featured-placement	add-delete	pending-quantity	fulfillment-channel
The Complete Guide to Bread Machine Baking: Recipes for 1 1/2- and 2-pound Lo...		1216GAVUMCL	6T-WBRY-1JEF	4.95	0	2010-12-16 10:20:00 PST		y	1		Cover has some scratches.  No dust jacket.  Pages are clean.  Fast Shipping!  100% Satisfaction Guaranteed	3				0696209675			1	Domestic		0696209675			0	DEFAULT
Narcotics Anonymous [Hardcover] by Narcotics Anonymous		0214IY2GP6X	70-7OQ6-4TMQ	19.95	0	2011-02-13 19:32:12 PST		y	1		Dust jacket has minor imperfection due to storage and handling.  Fast Shipping!  100% Satisfaction Guaranteed!	11				0912075023			2	Domestic,International,Next,Second		0912075023			0	DEFAULT
Getting Started in Personal and Executive Coaching: How to Create a Thriving ...		0729IQ0F8A9	720	4.85	0	2011-07-29 15:19:10 PDT		y	2		Generally nice copy but there a few dog eared pages with highlighting. Fast Shipping! Ships within 24 hours! 100% Satisfaction Guaranteed!	3				0471426245			1	Domestic		0471426245			0	DEFAULT
Four Steps To Building A Profitable Coaching Practice: A Complete Marketing R...		0729IQ0F8Z9	727	9.99	0	2011-07-29 15:19:24 PDT		y	2		Book appears new but there is a very slight lower right corner bump. Fast Shipping! Ships within 24 hours! 100% Satisfaction Guaranteed!	1				0595296602			1	Domestic		0595296602			0	DEFAULT
Tom Hopkins' Low Profile Selling [Hardcover] by Hopkins, Tom; Murphy, Tom		0415IT3KX8R	73	6.95	0	2011-04-14 17:23:10 PDT		y	2		100% Satisfaction Guaranteed! Fast Shipping! Ships within 24 hours!	11				0938636294			2	Domestic,Second		0938636294			0	DEFAULT
Reverse Heart Disease Now: Stop Deadly Cardiovascular Plaque Before It's Too ...		0730IQC46W3	734	7.88	0	2011-07-30 12:44:23 PDT		y	2		Nice gently read copy with clean pages. Some slight curl to cover. Fast Shipping! Ships within 24 hours! 100% Satisfaction Guaranteed!	2				0470228784			1	Domestic		9780470228784			0	DEFAULT
Foundations For Healing: Holistic Plans for Your Return to Health and Vitality		0730IQC46XR	735	9.98	0	2011-07-30 12:44:26 PDT		y	2		Gently read with clean pages. Some slight edge wear. Fast Shipping! Ships within 24 hours! 100% Satisfaction Guaranteed!	2				097246560X			1	Domestic		097246560X			0	DEFAULT
Dr. Mercola's Total Health Cookbook & Program: 150 Delicious Grain-Free Recip...		0730IQC46ZF	736	7.84	0	2011-07-30 12:44:27 PDT		y	2		Gently read with clean pages and tight spine. Fast Shipping! Ships within 24 hours! 100% Satisfaction Guaranteed!	2				0970557469			1	Domestic		0970557469			0	DEFAULT
Foundations of Multinational Financial Management [Hardcover]; Sarin, Atulya		0731IQGVRXF	746	42.95	0	2011-07-30 20:41:55 PDT		y	2		Book is new but has minor shelf scuffing. Fast Shipping! Ships within 24 hours! 100% Satisfaction Guaranteed!	11				047012895X			1	N		9780470128954			0	DEFAULT
Web Analytics 2.0: The Art of Online Accountability and Science of Customer C...		0805ITV9V8F	766	23.47	0	2011-08-04 19:57:47 PDT		y	2		May be unused - included CD still sealed Fast Shipping! Ships within 24 hours! 100% Satisfaction Guaranteed!	1				0470529393			1	Domestic		9780470529393			0	DEFAULT
Summa Theologiae: A Concise Translation [Paperback] by Thomas Aquinas		1017GHEXJEF	77-LB8T-7WRT	12.99	0	2010-10-17 15:28:34 PDT		y	1		Shows very slight shelf wear.  Page 280 has a small fold in the corner.  Otherwise a very clean and bright copy.  100% Satisfaction Guaranteed!	2				0870612107			2	Domestic,International,Next,Second		0870612107			0	DEFAULT
Super Study Skills (Scholastic Guides) by Rozakis, Laurie; Cain, David		0415IT3L0O3	78	6.95	0	2011-04-14 17:23:29 PDT		y	2		100% Satisfaction Guaranteed! Fast Shipping! Ships within 24 hours!	11				0439216079			2	Domestic,Second		0439216079			0	DEFAULT
The Book of Evidence [Paperback] by Banville, John		0806IUZ0SZF	789	4.25	0	2011-08-06 15:15:37 PDT		y	2		Clean pages and tight spine; Corner bumps and slight curling from storage and handling. Fast Shipping! 100% Satisfaction Guaranteed!	2				0375725237			1	Domestic		0375725237			0	DEFAULT
The Emigrants [Paperback] by W. G. Sebald; Michael Hulse		0806IUZ0THR	790	4.98	0	2011-08-06 15:15:39 PDT		y	2		Clean pages and tight spine; Corner bumps and slight curling from storage and handling. Fast Shipping! 100% Satisfaction Guaranteed!	2				0811213668			1	Domestic		9780811213660			0	DEFAULT
Educational Supervision: Perspectives, Issues, and Controversies [Paperback]		0812IXNL1C3	799	5.99	0	2011-08-11 19:38:36 PDT		y	2		Good reading copy with some highlighting and notes. Fast Shipping! Ships within 24 hours!! 100% Satisfaction Guaranteed!	3				0926842579			1	Domestic		0926842579			0	DEFAULT
How to Play Popular Piano in 10 Easy Lessons: The Fastest, Easiest Way to Lea...		0122IPDIGHR	7A-VT8W-RMK1	6.99	0	2011-01-22 12:58:14 PST		y	1		Interior pages clean and bright.  Slight page curling at top and bottom corners.  Remainder mark at top edge of book.  Fast Shipping!	2				0671530674			2	Domestic,International,Next,Second		0671530674			0	DEFAULT
Fresh Paint: The Houston School [Paperback] by Rose, Barbara; Kalil, Susie		1119GY4RYSF	7L-7I42-EDSQ	8	0	2010-11-18 19:44:44 PST		y	1		Interior pages are very nice.  Wear ad crease on front and back cover.  Fast Shipping!  100% Satisfaction Guaranteed	2				0877190011			2	Domestic,International,Next,Second		0877190011			0	DEFAULT
Jayne Netley Mayhew's Cross Stitch Flowers (Jayne Netley Mayhew's Cross Stitch)		0113IL19TR9	7O-947A-Y1XW	14.95	0	2011-01-13 10:13:02 PST		y	1		Very nice clean copy.  Minor shelf rub on cover.  Interior pages are clean and bright.  Fast Shipping!  100% Satisfaction Guaranteed!	2				0715315854			2	Domestic,International,Next,Second		0715315854			0	DEFAULT
Miss Rosie's Quilt Collection (Leisure Arts #3990) by Nelson, Carrie L.		1022GKA57WX	7O-N58E-XYNB	15.96	0	2010-10-22 11:39:22 PDT		y	1		Paperback book looks new with the exception it's out of shape (slightly bent) from standing on shelf.	2				1574865366			2	Domestic,International,Next,Second		1574865366			0	DEFAULT
Warriors: Power of Three #5: Long Shadows [Hardcover] by Hunter, Erin		0313IC5ETKF	7S-LSEH-HQ7N	5.29	0	2011-03-13 06:48:52 PDT		y	1		Fast Shipping!  100% Satisfaction Guaranteed!	11				0060892145			2	Domestic,International,Next,Second		0060892145			0	DEFAULT
The Hosanna Bible [Hardcover] by Abraham, Ken; Abraham, Angela; Anderson, Terry		0110IJV3HYR	7S-S4O8-HNRG	5.99	0	2011-01-10 12:34:09 PST		y	1		Very nice copy.  Fast Shipping!  100% Satisfaction Guaranteed!  #1149	1				0849910366			2	Domestic,International,Next,Second		0849910366			0	DEFAULT
Teaching Chemistry with TOYS [Paperback] by Jerry Sarquis; Mickey Sarquis		0417IU1LXAF	81	15.44	0	2011-04-16 19:30:06 PDT		y	2		Ex-Library, Ex-library book in very good condition. Clean pages and tight spine; Has usual Library markings and labels. Corner bumps and slight curling from storage and handling. Fast Shipping! 100% Satisfaction Guaranteed!	3				1883822297			2	Domestic,Second		1883822297			0	DEFAULT
The Complete Book of Math, Grades 1 - 2 [Paperback]		0812IYKA2HF	814	6.95	0	2011-08-12 12:12:55 PDT		y	2		Clean pages and tight spine; Corner bumps and slight curling from storage and handling. Poster and stickers not included. Fast Shipping! 100% Satisfaction Guaranteed!	2				0769685609			1	N		0769685609			0	DEFAULT
The Magic Lens by Thompson, Michael Clay		0417IU1LXEL	82	9.97	0	2011-04-16 19:30:08 PDT		y	2		Clean pages; Corner bumps and slight curling from storage and handling. Fast Shipping! 100% Satisfaction Guaranteed!	2				0880922109			2	Domestic,Second		0880922109			0	DEFAULT
National Geographic: The Photographs (National Geographic Collectors Series)		0110IJV12RL	83-NLLS-4HKL	6.99	0	2011-01-10 12:18:54 PST		y	1		Very nice copy.  Some slight shelf rub on dust jacket.  Fast Shipping! 100% Guaranteed! #1153	1				1426202911			2	Domestic,International,Next,Second		1426202911			0	DEFAULT
Coping with Mild Traumatic Brain Injury [Paperback] by Stoler, Diane Roberts		0320IG1K62F	83-WRKX-4KB4	3.99	0	2011-03-20 12:19:58 PDT		y	1		Nice copy gently read with clean pages.  Fast Shipping!  100% Satisfaction Guaranteed!	2				0895297914			2	Domestic,International,Next,Second		0895297914			0	DEFAULT
Delhi: A Novel by Singh, Khushwant		0417IU1LXV9	86	9.95	0	2011-04-16 19:30:17 PDT		y	2		100% Satisfaction Guaranteed! Fast Shipping! Ships within 24 hours!	1				0140126198			2	Domestic,Second		0140126198			0	DEFAULT
Scholastic Success With: 2nd Grade (Bind-Up) [Paperback] by Cooper, Terry		0830IKE7ATR	881	12.88	0	2011-08-29 20:59:32 PDT		y	2		Brand New. Fast Shipping! Ships within 24 hours! 100% Satisfaction Guaranteed!	11				0439569702			1	N		0439569702			0	DEFAULT
Cognitive Behaviour Therapy for Psychiatric Problems: A Practical Guide (Oxfo...		0911IXQE6A3	894	4.99	0	2011-09-11 13:07:52 PDT		y	2		Good usable copy that has highlighting but no notes. Fast Shipping! Ships within 24 hours! 100% Satisfaction Guaranteed!	3				0192615874			1	Domestic		0192615874			0	DEFAULT
Human Resource Champions [Hardcover] by Ulrich, David		0327IJBW1X9	8D-OESV-RED6	13.95	0	2011-03-26 17:46:53 PDT		y	1		New unread book with tight spine.Dust jacket has small tear and has lost gloss due to shelf wear.  Fast Shipping!  100% Satisfaction Guaranteed!	11				0875847196			2	Domestic,Second		0875847196			0	DEFAULT
Bellydance Fitness for Beginners - Basic Moves & Fat Burning [DVD] (2001)		0328IJVR39L	8K-9B97-UMB8	8.77	0	2011-03-28 13:37:14 PDT		y	1		Excellent condition!  Fast Shipping!  100% Satisfaction Guaranteed!	1				B00005N8AM			2	Domestic,Second		B00005N8AM			0	DEFAULT
GTO: Great Teacher Onizuka, Vol. 22 [Paperback] by Fujisawa, Tohru		1129G34ZTHX	8V-1VNF-HBEG	15.96	0	2010-11-29 14:22:46 PST		y	1		Fast Shipping! 100% Satisfaction Guaranteed!	11				1595324100			2	Domestic,International,Next,Second		1595324100			0	DEFAULT
Harry Potter and the Sorcerer's Stone (Book 1) [Audiobook] [Unabridged]		1010GDZ88HL	8V-YC6E-H9DO	24.99	0	2010-10-09 17:24:48 PDT		y	1		Outer box showing shelf wear but inside cases and discs look brand new.  Fast Service	3				0807281956			2	Domestic,Next,Second		0807281956			0	DEFAULT
Rant [Paperback] by Chuck Palahniuk		0327IJBS9DF	8Z-522R-11ZH	4.99	0	2011-03-26 17:36:06 PDT		y	1		Nice clean copy gently read.  Fast Shipping!  100% Satisfaction Guaranteed!	2				0739488279			2	Domestic,Second		0739488279			0	DEFAULT
Anthony Bourdain's Les Halles Cookbook: Strategies, Recipes, and Techniques o...		0417IU1LYLX	92	18.17	0	2011-04-16 19:30:31 PDT		y	2		Clean pages and tight spine; Fast Shipping! 100% Satisfaction Guaranteed!	2				158234180X			2	Domestic,Second		158234180X			0	DEFAULT
Quilts! Quilts!! Quilts!!! : The Complete Guide to Quiltmaking [Paperback]		1106GQKC98R	92-T0GM-KICL	8.98	0	2010-11-06 08:30:37 PDT		y	1		Cover has minor shelf bumps.  100% Satisfaction Guaranteed!  Fast Shipping.	1				0844226173			2	Domestic,International,Next,Second		0844226173			0	DEFAULT
Classic Piano Rags: Complete Original Music for 81 Piano Rags by Blesh, Rudi		0918I2Z4UCX	942	9.06	0	2011-09-17 21:41:19 PDT		y	2		Clean unmarked pages and tight spine; Corner bumps, edge wear and slight curling from storage and handling. Fast Shipping! 100% Satisfaction Guaranteed!	3				0486204693			1	Domestic		0486204693			0	DEFAULT
Management: Comprehension, Analysis, and Application by Gatewood, Robert D.		1108GR2CXP3	99-RAQS-NQAT	3.99	0	2010-11-08 06:19:09 PST		y	1		Some slight shelf rubbing on cover.  100% Satisfaction Guaranteed.  Fast Shipping	1				0256175918			2	Domestic,International,Next,Second		0256175918			0	DEFAULT
GTO: Great Teacher Onizuka, Vol. 8 [Paperback] by Tohru Fujisawa		1130G375ZXX	9D-BMK6-7D39	3.99	0	2010-11-29 18:13:59 PST		y	1		Fast Shipping! 100% Satisfaction Guaranteed!	11				1591820324			1	Domestic,Next,Second		1591820324			0	DEFAULT
Harry Potter and the Goblet of Fire (Book 4) [Hardcover] by J.K. Rowling		1120GZ9FI4L	9D-YDYK-7CPV	4.98	0	2010-11-20 09:38:01 PST		y	1		Beautiful copy.  Fast Shipping!  100% Satisfaction Guaranteed!	1				0439139597			1	Domestic		0439139597			0	DEFAULT
Gnomes by Huygen, Will		0122IPDQQI3	9N-6J7W-U91A	4.95	0	2011-01-22 13:23:44 PST		y	1		Some slight corner curling and shelf edge wear.  Interior pages are unmarked.  Fast Shipping!	2				0553011413			2	Domestic,International,Next,Second		0553011413			0	DEFAULT
A Quilter's Diary: Written in Stitches (That Patchwork Place) [Paperback]		1022GK6S4BX	9R-B56A-DRB8	18.35	0	2010-10-22 09:11:05 PDT		y	1		Minor shelf wear on cover and page edges.  Otherwise new.  Fast Shipping.  100% Guaranteed!	1				1564777928			2	Domestic,International,Next,Second		1564777928			0	DEFAULT
Paddling Illinois: 64 Great Trips by Canoe and Kayak (Trails Books Guide)		0328IJMJKOL	9R-IJ38-DXIQ	24.46	0	2011-03-27 19:13:16 PDT		y	1		Inscription on the header page, otherwise it's good as new. Fast Shipping!  100% Satisfaction Guaranteed!	1				0915024772			2	Domestic,Second		0915024772			0	DEFAULT
Dave Pelz's Putting Bible: The Complete Guide to Mastering the Green (Dave Pe...		0326IJ3WI3F	9R-VXMZ-DXGI	17.37	0	2011-03-26 06:04:15 PDT		y	1		Fast Shipping!  100% Satisfaction Guaranteed!	11				0385500246			2	Domestic,Second		0385500246			0	DEFAULT
Educational Leadership: A Problem-Based Approach (3rd Edition)		0228I55B7OX	A5-MIPH-KC6S	10.95	0	2011-02-28 14:22:58 PST		y	1		Nice book - has small dent on spine.  Some notes and highlighting.  Fast Shipping!	3				0205466346			1	N		0205466346			0	DEFAULT
The Goal: A Process of Ongoing Improvement by Goldratt, Eliyahu M.; Cox, Jeff		0322IGJN269	A9-1TMR-3YYS	10.33	0	2011-03-21 19:45:26 PDT		y	1		Fast Shipping!  100% Satisfaction Guaranteed!	11				0884270610			2	Domestic,International,Next,Second		0884270610			0	DEFAULT
Seeking Daily the Heart of God (Daily Devotion Series) [Paperback]		1119GY4VP0X	AN-Q0CC-A9TY	34.95	0	2010-11-18 19:58:02 PST		y	1		Beautiful copy.  In Stock - Fast Shipping!  100% Guaranteed	1				1593911483			2	Domestic,International,Next,Second		1593911483			0	DEFAULT
Start Quilting with Alex Anderson: Six Projects for First-Time Quilters, 2nd ...		1108GR2DWML	AQ-4BDF-TVCL	7.5	0	2010-11-08 06:26:06 PST		y	1		Fast Shipping.  100% Satisfaction Guaranteed!	11				157120167X			2	Domestic,International,Next,Second		157120167X			0	DEFAULT
The Last of the Blonde Bombshells [DVD] (2001) Judi Dench; Ian Holm; Cleo Laine		1031GNXEAI9	AQ-876J-TV1H	4.42	0	2010-10-31 12:51:38 PDT		y	1		Viewed once.  100% Satisfaction Guaranteed!	1				B000053VAO			2	Domestic,International,Next,Second		B000053VAO			0	DEFAULT
Willow Basketry by Verdet-Fierz, Bernard; Verdet-Fierz, Regula		0101IGLSBG9	AU-7LUQ-DJFP	7.53	0	2011-01-01 10:24:09 PST		y	1		Some very slight shelf rub on cover.  Tight spine.  Looks unread.  Fast Shipping!  100% Satisfaction Guaranteed!	1				0934026882			2	Domestic,International,Next,Second		0934026882			0	DEFAULT
GTO: Great Teacher Onizuka, Vol. 16 [Paperback] by Fujisawa, Tohru		1130G375RK9	B1-BYBL-GQ0F	9.89	0	2010-11-29 17:53:29 PST		y	1		Fast Shipping! 100% Satisfaction Guaranteed!	11				1591821401			2	Domestic,International,Next,Second		1591821401			0	DEFAULT
The Knitter's Bible [Paperback] by Crompton, Claire		1126G237IXX	B8-D8LE-JXR6	6.97	0	2010-11-26 11:13:55 PST		y	1		Beautiful Copy!  Fast Shipping.  100% Satisfaction Guaranteed	1				0715317997			2	Domestic,Next,Second		0715317997			0	DEFAULT
Tools and Tactics for the Master Day Trader: Battle-Tested Techniques for Day...		1004GC220S3	BC-6QS5-3HL5	14.95	0	2010-10-04 11:56:04 PDT		y	1		Notes written on pages 344 & 346; otherwise mint	1				0071360530			1	N		0071360530			0	DEFAULT
The Encyclopedia Of Technical Market Indicators, Second Edition [Hardcover]		1003GBUCF4F	BJ-QVON-6PFA	30.95	0	2010-10-03 14:27:17 PDT		y	1		Small tear on top of dust cover and black line on very bottom edge of pages.	2				0070120579			1	N		0070120579			0	DEFAULT
The New Adventure Bible: The NIV Study Bible for Kids		0110IJV2P09	BM-58CL-QFAF	6.99	0	2011-01-10 12:30:26 PST		y	1		Some very slight edge wear around book.  Interior pages are clean and unmarked.  Fast Shipping!  #1150	2				0310917638			2	Domestic,International,Next,Second		0310917638			0	DEFAULT
It Hurts When I Poop! a Story for Children Who Are Scared to Use the Potty: H...		0329IJZ64W9	BM-GWEM-QICP	8.85	0	2011-03-28 17:54:05 PDT		y	1		Fast Shipping!  100% Satisfaction Guaranteed!	11				1433801302			2	Domestic,Second		1433801302			0	DEFAULT
100 Best Opera Classics [Audio CD] Thomas Allen; Gabriel Bacquier; Walter Berry		0415IT8OCGL	BM-KX7C-QJ1H	8.3	0	2011-04-15 02:07:36 PDT		y	1		Disc #6 is misiing - all other 5 discs and case in very good condition.  Fast Shipping!	4				B000GPIPQU			2	Domestic,Second		B000GPIPQU			0	DEFAULT
Inspecting a House (For Pros By Pros) [Paperback] by Cauldwell, Rex		0228I557G6L	BQ-5SDU-A369	4.99	0	2011-02-28 14:12:01 PST		y	1		Fast Shipping!  100% Satisfaction Guaranteed	1				1561584622			2	Domestic,International,Next,Second		1561584622			0	DEFAULT
GTO: Great Teacher Onizuka, Vol. 23 [Paperback] by Tohru Fujisawa		1129G34Z4IR	BQ-CSM6-9ZK8	29.99	0	2010-11-29 14:19:28 PST		y	1		Fast Shipping! 100% Satisfaction Guaranteed!	1				1595324119			2	Domestic,International,Next,Second		1595324119			0	DEFAULT
Flute : Book 1 (Standard of Excellence Series W21 FL) [Paperback]		0110IJV8873	BT-HFYB-TN5V	3.99	0	2011-01-10 12:50:49 PST		y	1		Cover has a few small blemishes and a few pages have unobtrusive pencil marks.  All other pages are clean.  Fast Shipping!  100% Guaranteed.  #1146	3				0849759269			2	Domestic,International,Next,Second		0849759269			0	DEFAULT
United Williams Shuffle Alley Large Puck [Misc.]		0803ISREKWR	BowlerPuck	15.49	0	2011-08-02 18:39:31 PDT		y	1		Fast Shipping!  Ships within 24 hours First Class!  100% Satisfaction Guaranteed!	11				B004NVWBM2			1	Domestic		B004NVWBM2			0	DEFAULT
Celebration of Discipline: The Path to Spiritual Growth by Foster, Richard J.		0224I3ABJ89	C0-0DJW-WWTO	34.95	0	2011-02-24 13:49:25 PST		y	1		NEW unread copy but dust jacket does have some minor shelf wear due to storage and handling  Fast Shipping!  100% Satisfaction Guaranteed!.	11				0060628316			2	Domestic,International,Next,Second		0060628316			0	DEFAULT
Letters from Home: Loving Messages from the Family (Kryon, Book 7) [Paperback]		0320IG1KVY3	CB-PM9O-JRKY	5.99	0	2011-03-20 12:21:13 PDT		y	1		Slight edge wear due to handling.  Fast Shipping!  100% Satisfaction Guaranteed!	11				1888053127			2	Domestic,International,Next,Second		1888053127			0	DEFAULT
Bossas & Ballads: The Lost Sessions [Audio CD] Getz, Stan		0515I8YX3D3	CD101	6.97	0	2011-05-15 09:12:14 PDT		y	1		Fast Shipping - Ships within 24 hours!  100% Satisfaction Guaranteed!	1				B0000ACANQ			2	Domestic		B0000ACANQ			0	DEFAULT
New York Stories [Audio CD] Danny Gatton; Bobby Watson; Roy Hargrove		0515I8YY12F	CD102	11.75	0	2011-05-15 09:19:19 PDT		y	1		Fast Shipping - Ships within 24 hours!  100% Satisfaction Guaranteed!	2				B000002V1N			2	Domestic		B000002V1N			0	DEFAULT
Fear of a Blank Planet [Audio CD] Porcupine Tree		0520IC0QEY3	CD103	6.77	0	2011-05-20 15:25:33 PDT		y	1		Fast Shipping - Ships within 24 hours!  100% Satisfaction Guaranteed!	2				B000O75F7C			2	Domestic		B000O75F7C			0	DEFAULT
God's Grace: Integrity Music's Scripture Memory Songs [Audio CD]		0526IFV5E3L	CD105	5.4	0	2011-05-26 16:23:39 PDT		y	1		Fast Shipping - Ships within 24 hours!  100% Satisfaction Guaranteed!	1				B00008F8D6			2	Domestic		B00008F8D6			0	DEFAULT
The Rosary With the Pope [Audio CD] Paul, Pope John II		0611IOE0173	CD107	11.82	0	2011-06-10 17:41:30 PDT		y	1		Still in Mfg cellophane wrapping.  Fast Shipping - Ships within 24 Hours!  100% Satisfaction Guaranteed!	11				B000008ODH			2	Domestic		B000008ODH			0	DEFAULT
Danny Boy [Import] [Audio CD] Mcdermott, John		0612IP3D46X	CD108	4.56	0	2011-06-12 13:59:31 PDT		y	1		Fast Shipping!  Ships within 24 hours!  100% Satisfaction Guaranteed!	2				B00000721R			2	Domestic		B00000721R			0	DEFAULT
Venetian Vespers (Monteverdi * Rigatti * Grandi * Cavalli) /Gabrieli Consort ...		0813IZ3499X	CD114	6.49	0	2011-08-13 14:34:36 PDT		y	1		CD and inserts in Very Good+ condition.  Fast Shipping!  Ships within 24 hours First Class!  100% Satisfaction Guaranteed!	2				B0000057E9			1	Domestic		B0000057E9			0	DEFAULT
The Little Mermaid [Enhanced] [Extra tracks] [Soundtrack] [Special Edition]		0815IZS446L	CD115	6.67	0	2011-08-15 16:44:16 PDT		y	1		Discs in excellent condition!  Fast Shipping!  Ships within 24 hours First Class!  100% Satisfaction Guaranteed!	2				B000FZDIL8			1	Domestic		B000FZDIL8			0	DEFAULT
In The Heights (Original Broadway Cast Recording) [Cast Recording] [Audio CD]		0826ICE72FR	CD116	14.93	0	2011-08-25 17:40:39 PDT		y	1		Brand New - Factory Sealed!  Fast Shipping!  Ships within 24 hours!  100% Satisfaction Guaranteed!	11				B0016CGNZM			1	Domestic		B0016CGNZM			0	DEFAULT
Oktoberfest in Germany [Audio CD] Graf; Bavaria Brass Band; Mondschein Trio		0918I36B6JL	CD118	19.95	0	2011-09-18 10:52:33 PDT		y	1		DVD, case & art in excellent condition.  Fast Shipping!  Ships within 24 hours First Class!  100% Satisfaction Guaranteed!	1				B000001VM2			1	Domestic		B000001VM2			0	DEFAULT
My Paper Heart [Audio CD] Francesca Battistelli		0918I36BLH3	CD119	5.12	0	2011-09-18 10:56:55 PDT		y	1		DVD, case & art in excellent condition.  Fast Shipping!  Ships within 24 hours First Class!  100% Satisfaction Guaranteed!	1				B0019IB1UA			1	Domestic		B0019IB1UA			0	DEFAULT
Two for the Road [Audio CD] Shearing, George; Mcrae, Carmen		1010IKFMDPL	CD125	6.99	0	2011-10-10 13:52:56 PDT		y	1		CD in excellent condition!  Fast Shipping!  Ships within 24 hours First Class!  100% Satisfaction Guaranteed!	2				B0000006D4			1	Domestic		B0000006D4			0	DEFAULT
A Perfect Match [Audio CD] Shearing, George; Anderson, Ernestine		1010IKFNM8X	CD126	4.99	0	2011-10-10 13:55:56 PDT		y	1		CD in excellent condition!  Fast Shipping!  Ships within 24 hours First Class!  100% Satisfaction Guaranteed!	2				B0000006H7			1	Domestic		B0000006H7			0	DEFAULT
Precious Memories [Audio CD] Jackson, Alan		1014INETX2F	CD127	5.59	0	2011-10-14 13:09:52 PDT		y	1		Case and art in great condition.  CD has some light scratches but plays fine.  Fast Shipping!  Ships within 24 hours First Class!  100% Satisfaction Guaranteed!	3				B000E6UJP6			1	Domestic		B000E6UJP6			0	DEFAULT
Strauss Waltzes [Audio CD] The Vienna Symphony Orchestra; Johann Strauss		1108I38Q14X	CD134	8.99	0	2011-11-07 20:08:11 PST		y	1		CD, Art & Case in excellent shape. Fast Shipping!  Ships within 24 hours First Class!  100% Satisfaction Guaranteed!	1				B00008ESS6			1	Domestic		B00008ESS6			0	DEFAULT
GTO: Great Teacher Onizuka, Vol. 25 [Paperback] by Tohru Fujisawa		1129G34ZMPR	CF-3NWP-3949	20.9	0	2010-11-29 14:22:03 PST		y	1		Fast Shipping! 100% Satisfaction Guaranteed!	11				1595324135			2	Domestic,International,Next,Second		1595324135			0	DEFAULT
GTO: Great Teacher Onizuka, Vol. 9 [Paperback] by Tohru Fujisawa		1130G3760AF	CF-E681-394H	9.74	0	2010-11-29 18:14:50 PST		y	1		Fast Shipping! 100% Satisfaction Guaranteed!	11				1591820707			2	Domestic,International,Next,Second		1591820707			0	DEFAULT
Star Wars Encyclopedia by Sansweet, Stephen J.		1009GDYGOFF	CI-UK3V-MT14	5.2	0	2010-10-09 16:01:10 PDT		y	1		Dust jacket missing.  Some shelf wear on cover.  Clean pages.	3				0345402278			1	Domestic,Next,Second		0345402278			0	DEFAULT
Hand Quilting with Alex Anderson: Six Projects for First-Time Hand Quilters (...		1108GR2GOF3	CI-XPN9-MU7H	5.99	0	2010-11-08 06:33:51 PST		y	1		100% Satisfaction Guaranteed!  Fast Shipping!	11				1571200398			2	Domestic,International,Next,Second		1571200398			0	DEFAULT
Techniques of the Selling Writer [Paperback] by Swain, Dwight V.		0327IJBTATR	CM-5A38-6LN0	16.95	0	2011-03-26 17:39:31 PDT		y	1		New unread book but has slight edge wear from storage & handling.  Fast Shipping!  100% Satisfaction Guaranteed!	11				0806111917			2	Domestic,Second		0806111917			0	DEFAULT
Key-Bak Super48 Retractable 48" Key Reel / Tool Caddy with Kevlar Cord [Misc.]	Great for keys but can also be used for small tools such as flashlights.   Exclusive quick-draw extension makes this KEY-BAK® faster, easier to use, and holds more keys.   Exclusive ball socket locks in place to carry weight on the housing (Keys cannot droop).    Easily unlocks and extends 48".   Robust case fabricated of durable polycarbonate material.    Dust shield keeps interior clean and prolongs service life.    Kevlar cable is stronger and lighter than chain and is smooth in action.    Clip / Loop attachment allows dual functionality.   Carries up to 5 times the weight of other retractors - holds up to 8 to 10 oz.  All black design offers high-tech look.   Oversize 1-1/4" split ring is standard for larger load.    Corrosion proof for long service life.    Brand new in original manufacturer packaging.   American origin, engineering, and quality.    Manufacturer lifetime service policy.   Body Size: 2-1/8" across x 2-1/2" long (not including socket and ring) x 3/4" thick (not including belt clip).	1111GTGLDIF	CM-5MY6-6G9U	15.44	0	2010-11-11 12:12:34 PST		y	1		100% Satisfaction Guaranteed!  Fast Shipping	11				B002SQ9P5K			1	Domestic		B002SQ9P5K			0	DEFAULT
Capital Ideas Evolving [Hardcover] by Bernstein, Peter L.		0326IJ3W67X	CP-2C8Q-Q7K1	10.89	0	2011-03-26 06:02:48 PDT		y	1		Fast Shipping!  100% Satisfaction Guaranteed!	11				0471731730			2	Domestic,Second		0471731730			0	DEFAULT
Black Ships Before Troy by Sutcliff, Rosemary		0109IJIQAML	CP-SOFC-Q4JV	9.95	0	2011-01-09 12:36:12 PST		y	1		Dust Jacket has some minor wear around edges.  Interior pages are like new.  Fast Shipping!  100% Satisfaction Guaranteed.	2				0385310692			2	Domestic,International,Next,Second		0385310692			0	DEFAULT
Harry Potter and the Prisoner of Azkaban (Book 3) [Unabridged] [Audiobook]		1010GDZ8Y39	CT-G92C-9MUD	23.88	0	2010-10-09 17:30:11 PDT		y	1		Outer box has wear but inside cases look new.  Cds have several minor blemishes but play great.  Ships from IL.	3				0807282324			2	Domestic,Next,Second		0807282324			0	DEFAULT
